ids,street,locale
060371852033_060371871022,Future Street,Los Angeles
060371852032_060371871022,Macon Street,Los Angeles
060371852031_060371871022,North San Fernando Road,Los Angeles
060371871022_060371872001,Glendale Freeway,Los Angeles
060371871022_060371872002,Los Angeles River Bike Path,Los Angeles
060372113201_060372113202,South Berendo Street,Los Angeles
060372113202_060372119221,South Kenmore Avenue,Los Angeles
060372111202_060372113201,West 3rd Street,Los Angeles
060372111221_060372113201,West 3rd Street,Los Angeles
060372113201_060372119221,South Berendo Street,Los Angeles
060376506023_060376506031,Emerald Street,Torrance
060376506022_060376506031,Emerald Street,Torrance
060376505011_060376506031,Del Amo Boulevard,Torrance
060376212012_060376506031,Del Amo Boulevard,Redondo Beach
060371871011_060371871021,Golden State Freeway,Los Angeles
060371871021_060371872002,Golden State Freeway,Los Angeles
060371047032_060371048101,Osborne Street,Los Angeles
060371046201_060371048101,Kagel Canyon Street,Los Angeles
060377006005_060377007001,North Beverly Drive,Beverly Hills
060372611012_060377007001,North Beverly Drive,Beverly Hills
060372612002_060377007001,Benedict Canyon Drive,Beverly Hills
060375529001_060375529003,Barnwall Street,Norwalk
060375529003_060375529004,Excelsior Drive,Norwalk
060371375023_060371380003,Dumetz Road,Los Angeles
060375529004_060375529005,Gridley Road,Norwalk
060375529005_060375545213,Studebaker Road,Cerritos
060375529005_060375530004,Studebaker Road,Cerritos
060375529004_060375530001,Studebaker Road,Norwalk
060375529004_060375530004,Studebaker Road,Norwalk
060372088011_060372088012,South Grand View Street,Los Angeles
060372088011_060372094011,7th Street,Los Angeles
060372088011_060372088021,West 3rd Street,Los Angeles
060372088011_060372088022,West 6th Street,Los Angeles
060372088011_060372089032,7th Street,Los Angeles
060372088012_060372088021,South Grand View Street,Los Angeles
060372222001_060372222002,West Adams Boulevard,Los Angeles
060372215002_060372222001,West Adams Boulevard,Los Angeles
060372214012_060372222002,West Adams Boulevard,Los Angeles
060372215002_060372222002,West Adams Boulevard,Los Angeles
060372215001_060372222002,West Adams Boulevard,Los Angeles
060372220011_060372222002,West 27th Street,Los Angeles
060376512221_060376512222,Calle Mayor,Torrance
060376512211_060376512222,Lomita Boulevard,Torrance
060376512221_060376513045,Calle Mayor,Torrance
060374086271_060374086281,Buena Vista Trail,La Habra Heights
060374086281_060374086292,Punta Del Este Drive,Hacienda Heights
060374086281_060375001003,Gotera Drive,Hacienda Heights
060374086241_060374086281,Colima Road,Hacienda Heights
060371197002_060371197003,Wentworth Street,Los Angeles
060371197001_060371197002,Ventura Canyon Avenue,Los Angeles
060371197002_060371204002,Wentworth Street,Los Angeles
060371197002_060371204004,Ventura Canyon Avenue,Los Angeles
060371190011_060371197002,Tonopah Street,Los Angeles
060371197002_060371220001,Cantara Street,Los Angeles
060371197002_060371220003,Cantara Street,Los Angeles
060371197003_060371204003,Branford Street,Los Angeles
060371197003_060371204002,Branford Street,Los Angeles
060371190011_060371197003,Wentworth Street,Los Angeles
060371197001_060371271031,West Raymer Street,Los Angeles
060371197001_060371204001,Ventura Canyon Avenue,Los Angeles
060371197001_060371204004,Ventura Canyon Avenue,Los Angeles
060371197001_060371220001,Saticoy Street,Los Angeles
060371197001_060371220003,Cantara Street,Los Angeles
060371197001_060371220002,Raymer Street,Los Angeles
060371835101_060371835102,North Avenue 53,Los Angeles
060371835101_060371835103,North Avenue 53,Los Angeles
060371835102_060371835103,Milo Terrace,Los Angeles
060371834011_060371835103,Baltimore Street,Los Angeles
060374817121_060374817122,East Garvey Avenue,Monterey Park
060374817122_060374822021,East Garvey Avenue,Monterey Park
060374815004_060374817122,East Hellman Avenue,Monterey Park
060374817121_060374825022,North New Avenue,Monterey Park
060374817121_060374823031,East Hellman Avenue,Monterey Park
060374817121_060374822021,East Garvey Avenue,Monterey Park
060374815004_060374817121,Christopher Columbus Transcontinental Highway,San Gabriel
060374817121_060374823041,Garvey Avenue,Monterey Park
060374083031_060374084023,Pellissier Place,City of Industry
060374012031_060374012032,Bonnie Cove Avenue,Glendora
060374012032_060374038023,North Sunflower Avenue,Covina
060374012032_060374038022,East Arrow Highway,Glendora
060374012031_060374039022,West Juanita Avenue,Glendora
060374012031_060374039021,Foothill Freeway,Glendora
060374012031_060374038022,East Arrow Highway,Glendora
060374059001_060374059002,East Covina Boulevard,Covina
060374058001_060374059002,North Cerritos Avenue,Covina
060374059002_060374060001,East Covina Boulevard,Covina
060374045041_060374059002,North Cerritos Avenue,Covina
060372322002_060372322003,South Normandie Avenue,Los Angeles
060372322003_060372324001,West 47th Street,Los Angeles
060372322003_060372324002,West 48th Street,Los Angeles
060372322003_060372323002,West 48th Street,Los Angeles
060372322003_060372323003,West 48th Street,Los Angeles
060372322001_060372322002,West 48th Street,Los Angeles
060372322002_060372323001,West 48th Street,Los Angeles
060372322002_060372323003,South Normandie Avenue,Los Angeles
060372322001_060372323001,West 48th Street,Los Angeles
060374059001_060374060001,East Covina Boulevard,Covina
060374037212_060374059001,East Covina Boulevard,Covina
060372718021_060372718022,Midvale Avenue,Los Angeles
060372718021_060372718023,Greenfield Avenue,Los Angeles
060372699043_060372718021,Overland Avenue,Los Angeles
060372718022_060372718023,Midvale Avenue,Los Angeles
060372718022_060377028013,Girard Avenue,Culver City
060372718022_060377028011,Girard Avenue,Culver City
060372718023_060377028013,Girard Avenue,Culver City
060372718023_060377028011,Prospect Avenue,Culver City
060372392012_060372392013,South Broadway,Los Angeles
060372392011_060372392013,West 60th Street,Los Angeles
060372392013_060372393101,West Gage Avenue,Los Angeles
060372328002_060372392013,South Broadway,Los Angeles
060372392011_060372392012,East 60th Street,Los Angeles
060372392012_060372393201,South Main Street,Los Angeles
060372392012_060372393101,South Broadway,Los Angeles
060372328002_060372392011,South Main Street,Los Angeles
060374335011_060374824022,Rio Hondo Bike Path,South El Monte
060374335011_060374337003,Rio Hondo Bike Path,South El Monte
060374335011_060374335041,Rush Street,South El Monte
060374058001_060374058002,North Azusa Avenue,Covina
060374058001_060374060002,Highway 39,Covina
060374057021_060374058001,Highway 39,Covina
060374058001_060374060001,North Conwell Avenue,Covina
060374045041_060374058001,North Cerritos Avenue,Covina
060374058002_060374058003,North Lark Ellen Avenue,Covina
060374057021_060374058003,North Lark Ellen Avenue,Covina
060374046001_060374058003,Vincent Avenue,Irwindale
060374058002_060374060002,Highway 39,Covina
060374057021_060374058002,North Lark Ellen Avenue,Covina
060374045041_060374058002,East Arrow Highway,Azusa
060377022021_060377022025,11th Street,Santa Monica
060377022021_060377022024,Dewey Street,Santa Monica
060377021022_060377022021,Pacific Coast Highway,Santa Monica
060377021023_060377022021,Pacific Coast Highway,Santa Monica
060377021026_060377022021,Ocean Park Boulevard,Santa Monica
060377022015_060377022021,10th Court,Santa Monica
060377022022_060377022023,21st Street,Santa Monica
060377022023_060377022024,Ashland Avenue,Santa Monica
060377022023_060377023002,Dewey Street,Santa Monica
060377022022_060377022025,Ocean Park Boulevard,Santa Monica
060377022022_060377022024,16th Street,Santa Monica
060377022022_060377023003,Hill Street,Santa Monica
060377022022_060377023002,21st Street,Santa Monica
060377022011_060377022022,Ocean Park Boulevard,Santa Monica
060377022012_060377022022,Ocean Park Boulevard,Santa Monica
060377022024_060377022025,11th Street,Santa Monica
060377022011_060377022025,Ocean Park Boulevard,Santa Monica
060377022012_060377022025,Ocean Park Boulevard,Santa Monica
060377022015_060377022025,Euclid Street,Santa Monica
060371174041_060371174042,Woodley Avenue,Los Angeles
060371174041_060371174081,Parthenia Street,Los Angeles
060371172011_060371174041,Nordhoff Street,Los Angeles
060371174041_060371174071,Parthenia Street,Los Angeles
060371245001_060371246001,Woodman Avenue,Los Angeles
060371236013_060371245001,Chandler Boulevard,Los Angeles
060371210202_060371218011,Laurel Canyon Boulevard,Los Angeles
060371210202_060371218012,Stagg Street,Los Angeles
060371210202_060371224101,Laurel Canyon Boulevard,Los Angeles
060371249031_060371249032,Magnolia Boulevard,Los Angeles
060371287021_060371287022,Ranchito Avenue,Los Angeles
060371246001_060371287021,Woodman Avenue,Los Angeles
060371246002_060371287021,Woodman Avenue,Los Angeles
060371287022_060371287024,Hazeltine Avenue,Los Angeles
060371287022_060371412011,Hazeltine Avenue,Los Angeles
060371287022_060371412013,Hazeltine Avenue,Los Angeles
060371287022_060371287023,Hazeltine Avenue,Los Angeles
060371287022_060371411021,Ventura Freeway,Los Angeles
060371287022_060371411011,Woodman Avenue,Los Angeles
060371285001_060371287022,Hazeltine Avenue,Los Angeles
060371287023_060371287024,Van Nuys Boulevard,Los Angeles
060371285001_060371287024,Hazeltine Avenue,Los Angeles
060375356052_060375356061,Tweedy Boulevard,South Gate
060376026002_060376026003,Wilton Place,Gardena
060376026002_060376026006,West El Segundo Boulevard,Los Angeles
060376026002_060376027001,West El Segundo Boulevard,Gardena
060376026002_060376029003,West 135th Street,Gardena
060376026002_060376029002,West 132nd Street,Gardena
060376026002_060376029001,West 135th Street,Gardena
060376026003_060376026006,Van Ness Avenue,Gardena
060376026003_060376026007,Van Ness Avenue,Gardena
060376026003_060376026004,Van Ness Avenue,Gardena
060376026003_060376026005,Van Ness Avenue,Gardena
060376026003_060376029003,Van Ness Avenue,Gardena
060376026001_060376026006,West 135th Street,Gardena
060376026001_060376026007,Van Ness Avenue,Gardena
060376025072_060376026001,West 139th Street,Hawthorne
060376026001_060376035001,West Rosecrans Avenue,Gardena
060376026001_060376029003,West Rosecrans Avenue,Gardena
060376026006_060376026007,West 135th Street,Gardena
060376026004_060376026006,132nd Street,Gardena
060376026005_060376026006,Van Ness Avenue,Gardena
060376026006_060376027001,West El Segundo Boulevard,Los Angeles
060376026006_060376029003,Van Ness Avenue,Gardena
060376026007_060376029003,Van Ness Avenue,Gardena
060376026004_060376026005,132nd Street,Gardena
060376010011_060376010012,East Regent Street,Inglewood
060376010011_060376012111,East Florence Avenue,Inglewood
060376010012_060376012121,South La Brea Avenue,Inglewood
060376010012_060376012112,East Manchester Boulevard,Inglewood
060376010012_060376012111,East Regent Street,Inglewood
060377006001_060377006005,Lomitas Avenue,Beverly Hills
060377006003_060377006005,Lomitas Avenue,Beverly Hills
060372611012_060377006005,Schuyler Road,Beverly Hills
060371320021_060371320022,Amestoy Avenue,Los Angeles
060371320021_060371320023,Amestoy Avenue,Los Angeles
060371320021_060371321011,Balboa Boulevard,Los Angeles
060371320022_060371320023,Amestoy Avenue,Los Angeles
060371320022_060371321013,Balboa Boulevard,Los Angeles
060371320022_060371321011,Balboa Boulevard,Los Angeles
060371320022_060379800241,Victory Boulevard,Los Angeles
060371320023_060371323002,Hart Street,Los Angeles
060371320023_060371323001,White Oak Avenue,Los Angeles
060377006001_060377006003,Elevado Avenue,Beverly Hills
060377006001_060377006002,North Santa Monica Boulevard,Beverly Hills
060377006002_060377006003,Elevado Avenue,Beverly Hills
060376200022_060376200023,East Mariposa Avenue,El Segundo
060376200021_060376200022,Center Street,El Segundo
060376200022_060379800301,East El Segundo Boulevard,El Segundo
060376200022_060379800131,East El Segundo Boulevard,El Segundo
060376200021_060376200023,Sheldon Street,El Segundo
060376205012_060376205214,Robinson Street,Redondo Beach
060376205012_060376205211,Robinson Street,Redondo Beach
060376040024_060376205012,166th Street,Lawndale
060376205012_060376205013,Spurgeon Avenue,Redondo Beach
060376200021_060379800301,East El Segundo Boulevard,El Segundo
060376205014_060376205015,Blossom Lane,Redondo Beach
060376205014_060376205016,Blossom Lane,Redondo Beach
060376205014_060376205214,Vail Avenue,Redondo Beach
060376205013_060376205014,Vail Avenue,Redondo Beach
060376205015_060376205016,Blossom Lane,Redondo Beach
060376205015_060376208002,Perry Avenue,Redondo Beach
060376023024_060376205016,Marine Avenue,Manhattan Beach
060376205016_060376208001,North Aviation Boulevard,Manhattan Beach
060376205016_060376208002,Aviation Boulevard,Redondo Beach
060376205013_060376205016,Vail Avenue,Redondo Beach
060374600002_060374600003,Riviera Drive,Pasadena
060374600002_060374600004,East Sierra Madre Boulevard,Pasadena
060374600002_060374630001,Hastings Ranch Drive,Pasadena
060374600002_060374630002,Riviera Drive,Pasadena
060374600001_060374600003,Sierra Madre Villa Avenue,Pasadena
060374600003_060374600004,Valleyview Avenue,Pasadena
060374600003_060374630002,Sierra Madre Villa Avenue,Pasadena
060374600001_060374625001,Eaton Canyon Drive,Pasadena
060374600001_060374630002,Sierra Madre Villa Avenue,Pasadena
060374600001_060374601005,Mount Wilson Toll Road,Pasadena
060374600004_060374630001,East Sierra Madre Boulevard,Pasadena
060374305026_060374600004,East Sierra Madre Boulevard,Pasadena
060374821021_060374821022,West El Repetto Drive,Monterey Park
060374821022_060374827014,South Atlantic Boulevard,Monterey Park
060374821021_060374826003,East El Repetto Drive,Monterey Park
060374821021_060374827014,West El Repetto Drive,Monterey Park
060372653011_060372654201,Sunset Boulevard,Los Angeles
060372653011_060372654202,Veteran Avenue,Los Angeles
060372653011_060372653031,Veteran Avenue,Los Angeles
060372652011_060372653011,Manning Avenue,Los Angeles
060372652012_060372653011,Hilgard Avenue,Los Angeles
060372651001_060372653011,Hilgard Avenue,Los Angeles
060371132121_060371132122,Devonshire Street,Los Angeles
060371132122_060371133212,Devonshire Street,Los Angeles
060371131012_060371132122,Devonshire Street,Los Angeles
060372403003_060372403004,South Hoover Street,Los Angeles
060372403002_060372403004,West 90th Street,Los Angeles
060372403001_060372403004,West 90th Street,Los Angeles
060372403004_060376001003,Vermont Avenue,Los Angeles
060372403002_060372403003,South Figueroa Street,Los Angeles
060372403001_060372403003,West 90th Street,Los Angeles
060372383202_060372403003,South Figueroa Street,Los Angeles
060372383203_060372403003,West Manchester Avenue,Los Angeles
060372397024_060372403003,West Manchester Avenue,Los Angeles
060372402001_060372403003,West 92nd Street,Los Angeles
060372403001_060372403002,South Hoover Street,Los Angeles
060372383201_060372403002,South Hoover Street,Los Angeles
060372383202_060372403002,South Figueroa Street,Los Angeles
060372383203_060372403002,South Figueroa Street,Los Angeles
060372403001_060376001001,South Vermont Avenue,Los Angeles
060372403001_060376001003,Vermont Avenue,Los Angeles
060372382002_060372403001,West Manchester Avenue,Los Angeles
060372383201_060372403001,South Hoover Street,Los Angeles
060372383202_060372403001,South Hoover Street,Los Angeles
060372933021_060372944213,West Lomita Boulevard,Los Angeles
060372933021_060375436031,Frampton Avenue,Los Angeles
060372933011_060372933021,Frampton Avenue,Los Angeles
060374073021_060374073022,East Temple Avenue,La Puente
060374072002_060374073021,East Temple Avenue,La Puente
060374071023_060374073021,East Temple Avenue,La Puente
060374073022_060374073023,East Temple Avenue,La Puente
060374072001_060374073022,East Temple Avenue,La Puente
060374072002_060374073022,East Temple Avenue,La Puente
060374072005_060374073023,Temple Avenue,La Puente
060374072001_060374073023,East Temple Avenue,La Puente
060374073023_060374076012,North Unruh Avenue,La Puente
060375301011_060375301012,West Cleveland Avenue,Montebello
060375301011_060375301013,Beverly Boulevard,Montebello
060375301011_060375321011,West Whittier Boulevard,Montebello
060375007006_060375301011,Whittier Boulevard,Pico Rivera
060375300041_060375301011,Beverly Boulevard,Pico Rivera
060375300042_060375301011,Beverly Boulevard,Montebello
060375301012_060375301013,West Cleveland Avenue,Montebello
060375301012_060375301014,West Madison Avenue,Montebello
060375301012_060375321013,North Montebello Boulevard,Montebello
060375301012_060375321011,West Whittier Boulevard,Montebello
060375301013_060375301014,West Beverly Boulevard,Montebello
060375300042_060375301013,Beverly Boulevard,Montebello
060375300042_060375301014,West Beverly Boulevard,Montebello
060375300061_060375301014,North Montebello Boulevard,Montebello
060374316002_060374316003,West Live Oak Avenue,Arcadia
060374316002_060374319001,West Longden Avenue,Arcadia
060374315013_060374316003,El Monte Avenue,Temple City
060372675021_060377016021,Centinela Avenue,Santa Monica
060375331061_060375331062,Miles Avenue,Huntington Park
060375331062_060375332021,Saturn Avenue,Huntington Park
060371340021_060371340022,De Soto Avenue,Los Angeles
060371340022_060371347102,Sherman Way,Los Angeles
060371340022_060371342011,Saticoy Street,Los Angeles
060371340022_060371342012,De Soto Avenue,Los Angeles
060371349041_060371349042,Mason Avenue,Los Angeles
060371349042_060371393011,Victory Boulevard,Los Angeles
060371340021_060371349041,Los Angeles River Greenway,Los Angeles
060371340021_060371347102,Sherman Way,Los Angeles
060710008144_060710008162,Foothill Freeway,Upland
060710008143_060710008162,North San Antonio Avenue,Upland
060710008162_060710008163,West 18th Street,Upland
060710008162_060710008201,East 19th Street,Upland
060377025021_060377025022,Jefferson Boulevard,Culver City
060377025021_060377025023,Jefferson Boulevard,Culver City
060372201003_060377025021,Higuera Street,Culver City
060377024004_060377025021,Higuera Street,Culver City
060377024001_060377025021,Ballona Creek Bike Path,Culver City
060377025022_060377025023,Summertime Lane,Culver City
060377024001_060377025022,Ballona Creek Bike Path,Culver City
060377025022_060377027004,Overland Avenue,Culver City
060377025022_060377027001,Overland Avenue,Culver City
060374003021_060374003022,East Gladstone Street,La Verne
060374003021_060374004031,North San Dimas Canyon Road,San Dimas
060374003021_060374004032,East Foothill Boulevard,San Dimas
060374002073_060374003021,Ramona Avenue,La Verne
060374002072_060374003021,Ramona Avenue,La Verne
060374336011_060374336012,Garvey Avenue,Rosemead
060374336012_060374824021,Garvey Avenue,Rosemead
060374336012_060374824013,Walnut Grove Avenue,Rosemead
060374336012_060374824011,Hellman Avenue,Rosemead
060374336012_060374824012,Walnut Grove Avenue,Rosemead
060374331012_060374336011,Garvey Avenue,Rosemead
060374336011_060374824011,Walnut Grove Avenue,Rosemead
060374336011_060374824012,Hellman Avenue,Rosemead
060371134211_060371134212,De Soto Avenue,Los Angeles
060371134211_060371134213,Variel Avenue,Los Angeles
060371134212_060371134213,Nordhoff Street,Los Angeles
060371132371_060371134212,Eton Avenue,Los Angeles
060371134013_060371134212,Parthenia Street,Los Angeles
060371134012_060371134212,Winnetka Avenue,Los Angeles
060371132371_060371134213,Nordhoff Street,Los Angeles
060710008201_060710020141,East 24th Street,Upland
060372420001_060372423003,East 103rd Street,Los Angeles
060372423001_060372423003,Compton Avenue,Los Angeles
060372423002_060372423003,Compton Avenue,Los Angeles
060375309011_060375309012,North Rowan Avenue,Los Angeles
060375309011_060375309013,East Dozier Street,Los Angeles
060375309011_060375311013,East Cesar E Chavez Avenue,Los Angeles
060375309012_060375309013,North Rowan Avenue,Los Angeles
060374032001_060374034031,Valley Boulevard,Walnut
060374024032_060374034031,Valley Boulevard,Walnut
060372396011_060372396012,South Main Street,Los Angeles
060372393103_060372396012,West Florence Avenue,Los Angeles
060372393101_060372396012,West Florence Avenue,Los Angeles
060372393103_060372396011,West Florence Avenue,Los Angeles
060372395012_060372396011,East 76th Street,Los Angeles
060372264101_060372264102,Trinity Street,Los Angeles
060372260011_060372264102,East 21st Street,Los Angeles
060372246002_060372264101,Maple Avenue South,Los Angeles
060372246001_060372264101,East 27th Street,Los Angeles
060372260011_060372264101,East 21st Street,Los Angeles
060371204001_060371271031,West Raymer Street,Los Angeles
060371234101_060371271031,Sherman Way,Los Angeles
060371220002_060371271031,Sherman Way,Los Angeles
060371203003_060371271031,Woodman Avenue,Los Angeles
060371271031_060371271041,Woodman Place,Los Angeles
060371235101_060371271031,Sherman Way,Los Angeles
060378004081_060378004101,Latigo Shore Drive,Malibu
060374641001_060374641002,South Los Robles Avenue,San Marino
060374641001_060374806004,Mill Road,South Pasadena
060374641001_060374804002,Garfield Avenue,South Pasadena
060374641002_060374641003,South Oak Knoll Avenue,San Marino
060374641003_060374641004,Saint Albans Road,San Marino
060374641003_060374641007,Virginia Road,San Marino
060374641003_060374641006,Monterey Road,San Marino
060374641003_060374641005,Virginia Road,San Marino
060374641002_060374641006,Granada Avenue,San Marino
060374641002_060374804001,East Huntington Drive,San Marino
060374641002_060374804002,South Los Robles Avenue,San Marino
060374086271_060375001003,Buena Vista Trail,La Habra Heights
060374641004_060374641006,Saint Albans Road,San Marino
060374641004_060374802023,North San Marino Avenue,San Gabriel
060374641004_060374641005,San Marino Avenue,San Marino
060374641005_060374641007,Virginia Road,San Marino
060374641006_060374804001,Granada Avenue,San Marino
060371210102_060371212211,Webb Avenue,Los Angeles
060371212211_060371212212,Peoria Street,Los Angeles
060371212211_060371218021,Pendleton Street,Los Angeles
060375004031_060375004032,San Gabriel River Trail,Pico Rivera
060375004031_060375012001,San Gabriel River Freeway,Pico Rivera
060372717022_060372717023,South Sepulveda Boulevard,Los Angeles
060372717021_060372717023,South Bentley Avenue,Los Angeles
060372717021_060372717022,South Sepulveda Boulevard,Los Angeles
060372712001_060372717022,Christopher Columbus Transcontinental Highway,Los Angeles
060372711003_060372717022,Christopher Columbus Transcontinental Highway,Los Angeles
060372711002_060372717022,Military Avenue,Los Angeles
060378001021_060378001023,Old Topanga Canyon Road,Topanga
060378001012_060378001021,Topanga Canyon Boulevard,Los Angeles
060371380001_060378001021,Banlynn Court,Topanga
060378001023_060379800191,Observation Drive,Topanga
060378001012_060378001023,Old Topanga Canyon Road,Topanga
060378001023_060378002021,Lyndon Drive,Calabasas
060378001023_060378002022,Mulholland Highway,Calabasas
060372036001_060372042001,East Cesar E Chavez Avenue,Los Angeles
060372042001_060372044201,East Cesar E Chavez Avenue,Los Angeles
060377002001_060377002002,Norton Avenue,West Hollywood
060377002001_060377002005,North Crescent Heights Boulevard,West Hollywood
060377002001_060377002004,Norton Avenue,West Hollywood
060371898002_060377002001,North Fairfax Avenue,West Hollywood
060371898003_060377002001,North Fairfax Avenue,Los Angeles
060377002002_060377002003,North Edinburgh Avenue,West Hollywood
060377002003_060377002004,Havenhurst Drive,West Hollywood
060371944012_060377002003,North Kilkea Drive,Los Angeles
060377002002_060377002005,Norton Avenue,West Hollywood
060377002002_060377002004,Norton Avenue,West Hollywood
060371920021_060377002002,Willoughby Avenue,Los Angeles
060371944012_060377002002,North Edinburgh Avenue,West Hollywood
060377002004_060377002005,Santa Monica Boulevard,West Hollywood
060371898003_060377002005,North Crescent Heights Boulevard,West Hollywood
060371944012_060377002004,North Kilkea Drive,Los Angeles
060376707011_060376707012,Avenida Feliciano,Rancho Palos Verdes
060372933062_060376707011,Palos Verdes Drive North,Lomita
060376702012_060376707011,Palos Verdes Drive North,Lomita
060376701003_060376707011,Palos Verdes Drive North,Lomita
060376707011_060379800151,Western Avenue,Los Angeles
060376707011_060376707021,Palos Verdes Drive North,Lomita
060376707012_060376707021,Conestoga Drive,Rolling Hills Estates
060376707012_060376707022,Rockinghorse Road,Rancho Palos Verdes
060371234202_060371234203,Vanowen Street,Los Angeles
060371234201_060371234202,Vanowen Street,Los Angeles
060371234202_060371237004,Hamlin Street,Los Angeles
060371234102_060371234202,Vanowen Street,Los Angeles
060371233031_060371234202,Kittridge Street,Los Angeles
060371233032_060371234202,Vanowen Street,Los Angeles
060371234201_060371234203,Vanowen Street,Los Angeles
060371234203_060371235201,Vanowen Street,Los Angeles
060371234203_060371236012,Victory Boulevard,Los Angeles
060371234203_060371237004,Coldwater Canyon Avenue,Los Angeles
060371234101_060371234203,Vanowen Street,Los Angeles
060371234102_060371234203,Vanowen Street,Los Angeles
060371234101_060371234201,Ethel Avenue,Los Angeles
060371234102_060371234201,Barbara Ann Street,Los Angeles
060371220002_060371234201,Coldwater Canyon Avenue,Los Angeles
060371233031_060371234201,Vanowen Street,Los Angeles
060371233032_060371234201,Vanowen Street,Los Angeles
060376211044_060376211045,8th Street,Hermosa Beach
060376211042_060376211044,Monterey Boulevard,Hermosa Beach
060376211043_060376211044,Monterey Boulevard,Hermosa Beach
060376211041_060376211044,Herondo Street,Hermosa Beach
060376210042_060376211044,Veterans Parkway (Hermosa Valley Greenbelt),Hermosa Beach
060376211042_060376211045,The Strand,Hermosa Beach
060376211043_060376211045,The Strand,Hermosa Beach
060376211042_060376211043,The Strand,Hermosa Beach
060376210042_060376211042,Monterey Boulevard,Hermosa Beach
060376211042_060379902000,Pier Avenue,Hermosa Beach
060376210042_060376211041,Pier Avenue,Hermosa Beach
060376211041_060376212011,North Pacific Coast Highway,Redondo Beach
060372083021_060372083022,Colton Street,Los Angeles
060372083021_060372083023,Beverly Boulevard,Los Angeles
060374810022_060374816042,South Garfield Avenue,Alhambra
060374816041_060374816042,West San Marino Avenue,Alhambra
060374825021_060374825022,Graves Avenue,Rosemead
060374822023_060374825022,South New Avenue,Monterey Park
060374822021_060374825022,North New Avenue,Monterey Park
060374825022_060374825213,Graves Avenue,Rosemead
060374823041_060374825022,Garvey Avenue,Rosemead
060374825021_060374825213,Graves Avenue,Rosemead
060374823042_060374825021,Del Mar Avenue,Rosemead
060374823041_060374825021,Del Mar Avenue,Rosemead
060375317011_060375317012,Simmons Avenue,East Los Angeles
060375303023_060375317011,East 6th Street,East Los Angeles
060375303022_060375317011,Simmons Avenue,East Los Angeles
060375357012_060375357013,Independence Avenue,South Gate
060375355021_060375357013,State Street,South Gate
060375345013_060375357013,Santa Ana Street,Huntington Park
060375357011_060375357012,Independence Avenue,South Gate
060375345013_060375357012,California Avenue,Huntington Park
060376022003_060376022005,West 120th Street,Hawthorne
060376022001_060376022005,Felton Avenue,Los Angeles
060376021032_060376022005,South Inglewood Avenue,Hawthorne
060376021033_060376022005,West 118th Street,Hawthorne
060376022001_060376022002,West 120th Street,Inglewood
060376022002_060379800281,Isis Avenue,Los Angeles
060376022002_060379800131,Aviation Boulevard,Inglewood
060376022001_060376022003,West 120th Street,Hawthorne
060375502011_060375502012,Maidstone Avenue,Norwalk
060375028021_060375502011,Pioneer Boulevard,Norwalk
060376021033_060376022001,South Inglewood Avenue,Hawthorne
060376022001_060379800281,Imperial Highway,Lennox
060379200291_060379200364,Camp Plenty Road,Santa Clarita
060379200353_060379200364,Pleasantdale Street,Santa Clarita
060379200352_060379200364,Pleasantdale Street,Santa Clarita
060379200354_060379200364,Whites Canyon Road,Santa Clarita
060371917201_060371917202,Sierra Vista Avenue,Los Angeles
060371917102_060371917201,North Wilton Place,Los Angeles
060371917101_060371917201,North Wilton Place,Los Angeles
060371917101_060371917202,North Van Ness Avenue,Los Angeles
060371911202_060371917202,Santa Monica Boulevard,Los Angeles
060376033022_060376033023,166th Street,Gardena
060376033021_060376033022,South Normandie Avenue,Gardena
060376032003_060376033022,West Artesia Boulevard,Gardena
060376032002_060376033022,Artesia Boulevard,Torrance
060376033022_060376501011,Artesia Boulevard,Gardena
060376031022_060376033022,West 170th Street,Gardena
060376031023_060376033022,West Artesia Boulevard,Gardena
060376033023_060376501011,Gramercy Place,Torrance
060376031021_060376033021,South Normandie Avenue,Gardena
060376031022_060376033021,South Normandie Avenue,Gardena
060372407002_060372407003,East Century Boulevard,Los Angeles
060372407001_060372407003,Clovis Avenue,Los Angeles
060372407003_060372407005,McKinley Avenue,Los Angeles
060372407003_060372407004,East 93rd Street,Los Angeles
060372407001_060372407002,East 104th Street,Los Angeles
060372407002_060372407005,McKinley Avenue,Los Angeles
060372407002_060372408002,McKinley Avenue,Los Angeles
060372407002_060372408001,East 104th Street,Los Angeles
060372407001_060372420001,South Central Avenue,Los Angeles
060372407001_060372408001,East 104th Street,Los Angeles
060372407004_060372407005,McKinley Avenue,Los Angeles
060372407005_060372408002,East 104th Street,Los Angeles
060372407005_060372408003,East 104th Street,Los Angeles
060371238001_060371238003,Whitsett Avenue,Los Angeles
060371233043_060371238001,Hollywood Freeway,Los Angeles
060371233042_060371238001,Kittridge Street,Los Angeles
060371238001_060371239022,Oxnard Street,Los Angeles
060371237001_060371238001,Kittridge Street,Los Angeles
060371237003_060371238001,Whitsett Avenue,Los Angeles
060371237002_060371238001,Whitsett Avenue,Los Angeles
060371238002_060371238003,Laurel Canyon Boulevard,Los Angeles
060371238002_060371239022,Laurel Canyon Boulevard,Los Angeles
060371238002_060371251001,Laurel Canyon Boulevard,Los Angeles
060371238003_060371239022,Laurel Canyon Boulevard,Los Angeles
060371237003_060371238003,Whitsett Avenue,Los Angeles
